"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,Goal 3: Ensure healthy lives and promote well-being for all at all ages,https://api.worldbank.org/v2/countries/all/indicators/SH.TBS.INCD?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SH.TBS.INCD?format=json,https://data.worldbank.org/indicator/SH.TBS.INCD,CC BY-4.0,"Incidence of tuberculosis is the estimated number of new and relapse tuberculosis cases arising in a given year, expressed as the rate per 100,000 population. All forms of TB are included, including cases in people living with HIV. Estimates for all years are recalculated as new information becomes available and techniques are refined, so they may differ from those published previously.","World Health Organization, Global Tuberculosis Report.",
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Goal 3: Ensure healthy lives and promote well-being for all at all ages,https://api.worldbank.org/v2/countries/all/indicators/SH.STA.MMRT?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SH.STA.MMRT?format=json,https://data.worldbank.org/indicator/SH.STA.MMRT,CC BY-4.0,"Maternal mortality ratio is the number of women who die from pregnancy-related causes while pregnant or within 42 days of pregnancy termination per 100,000 live births. The data are estimated with a regression model using information on the proportion of maternal deaths among non-AIDS deaths in women ages 15-49, fertility, birth attendants, and GDP.","WHO, UNICEF, UNFPA, World Bank Group, and the United Nations Population Division. Trends in Maternal Mortality: 1990 to 2015. Geneva, World Health Organization, 2015",
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Goal 3: Ensure healthy lives and promote well-being for all at all ages,https://api.worldbank.org/v2/countries/all/indicators/SH.STA.TRAF.P5?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SH.STA.TRAF.P5?format=json,https://data.worldbank.org/indicator/SH.STA.TRAF.P5,CC BY-4.0,"Mortality caused by road traffic injury is estimated road traffic fatal injury deaths per 100,000 population.","World Health Organization, Global Status Report on Road Safety.",
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,Goal 3: Ensure healthy lives and promote well-being for all at all ages,https://api.worldbank.org/v2/countries/all/indicators/SH.DYN.NCOM.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SH.DYN.NCOM.ZS?format=json,https://data.worldbank.org/indicator/SH.DYN.NCOM.ZS,CC BY-4.0,"Mortality from CVD, cancer, diabetes or CRD is the percent of 30-year-old-people who would die before their 70th birthday from any of cardiovascular disease, cancer, diabetes,  or chronic respiratory disease, assuming that s/he would experience current mortality rates at every age and s/he would not die from any other cause of death (e.g., injuries or HIV/AIDS).","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",
"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,Goal 3: Ensure healthy lives and promote well-being for all at all ages,https://api.worldbank.org/v2/countries/all/indicators/SH.DYN.NMRT?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SH.DYN.NMRT?format=json,https://data.worldbank.org/indicator/SH.DYN.NMRT,CC BY-4.0,"Neonatal mortality rate is the number of neonates dying before reaching 28 days of age, per 1,000 live births in a given year.","Estimates Developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org.",
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Goal 3: Ensure healthy lives and promote well-being for all at all ages,https://api.worldbank.org/v2/countries/all/indicators/SH.DYN.MORT?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SH.DYN.MORT?format=json,https://data.worldbank.org/indicator/SH.DYN.MORT,CC BY-4.0,"Under-five mortality rate is the probability per 1,000 that a newborn baby will die before reaching age five, if subject to age-specific mortality rates of the specified year.","Estimates Developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org.",
"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,Goal 3: Ensure healthy lives and promote well-being for all at all ages,https://api.worldbank.org/v2/countries/all/indicators/SH.DYN.MORT.FE?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SH.DYN.MORT.FE?format=json,https://data.worldbank.org/indicator/SH.DYN.MORT.FE,CC BY-4.0,"Under-five mortality rate, female is the probability per 1,000 that a newborn female baby will die before reaching age five, if subject to female age-specific mortality rates of the specified year.","Estimates Developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org.",
"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,Goal 3: Ensure healthy lives and promote well-being for all at all ages,https://api.worldbank.org/v2/countries/all/indicators/SH.DYN.MORT.MA?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SH.DYN.MORT.MA?format=json,https://data.worldbank.org/indicator/SH.DYN.MORT.MA,CC BY-4.0,"Under-five mortality rate, male is the probability per 1,000 that a newborn male baby will die before reaching age five, if subject to male age-specific mortality rates of the specified year.","Estimates Developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org.",
Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.10.TO,Goal 3: Ensure healthy lives and promote well-being for all at all ages,https://api.worldbank.org/v2/countries/all/indicators/SH.UHC.OOPC.10.TO?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SH.UHC.OOPC.10.TO?format=json,https://data.worldbank.org/indicator/SH.UHC.OOPC.10.TO,CC BY-4.0,Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure,"Wagstaff et al. Progress on catastrophic health spending: results for 133 countries. A retrospective observational study, Lancet Global Health 2017",
Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.25.TO,Goal 3: Ensure healthy lives and promote well-being for all at all ages,https://api.worldbank.org/v2/countries/all/indicators/SH.UHC.OOPC.25.TO?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SH.UHC.OOPC.25.TO?format=json,https://data.worldbank.org/indicator/SH.UHC.OOPC.25.TO,CC BY-4.0,Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure,"Wagstaff et al. Progress on catastrophic health spending: results for 133 countries. A retrospective observational study, Lancet Global Health 2017",
"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,Goal 3: Ensure healthy lives and promote well-being for all at all ages,https://api.worldbank.org/v2/countries/all/indicators/SH.MED.NUMW.P3?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SH.MED.NUMW.P3?format=json,https://data.worldbank.org/indicator/SH.MED.NUMW.P3,CC BY-4.0,"Nurses and midwives include professional nurses, professional midwives, auxiliary nurses, auxiliary midwives, enrolled nurses, enrolled midwives and other associated personnel, such as dental nurses and primary care nurses.","World Health Organization's Global Health Workforce Statistics, OECD, supplemented by country data.",
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Goal 3: Ensure healthy lives and promote well-being for all at all ages,https://api.worldbank.org/v2/countries/all/indicators/SH.MED.PHYS.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SH.MED.PHYS.ZS?format=json,https://data.worldbank.org/indicator/SH.MED.PHYS.ZS,CC BY-4.0,Physicians include generalist and specialist medical practitioners.,"World Health Organization's Global Health Workforce Statistics, OECD, supplemented by country data.",
"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,Goal 3: Ensure healthy lives and promote well-being for all at all ages,https://api.worldbank.org/v2/countries/all/indicators/SH.HIV.1524.FE.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SH.HIV.1524.FE.ZS?format=json,https://data.worldbank.org/indicator/SH.HIV.1524.FE.ZS,CC BY-4.0,"Prevalence of HIV, female is the percentage of females who are infected with HIV. Youth rates are as a percentage of the relevant age group.",UNAIDS estimates.,
"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,Goal 3: Ensure healthy lives and promote well-being for all at all ages,https://api.worldbank.org/v2/countries/all/indicators/SH.HIV.1524.MA.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SH.HIV.1524.MA.ZS?format=json,https://data.worldbank.org/indicator/SH.HIV.1524.MA.ZS,CC BY-4.0,"Prevalence of HIV, male is the percentage of males who are infected with HIV. Youth rates are as a percentage of the relevant age group.",UNAIDS estimates.,
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Goal 3: Ensure healthy lives and promote well-being for all at all ages,https://api.worldbank.org/v2/countries/all/indicators/SH.DYN.AIDS.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SH.DYN.AIDS.ZS?format=json,https://data.worldbank.org/indicator/SH.DYN.AIDS.ZS,CC BY-4.0,Prevalence of HIV refers to the percentage of people ages 15-49 who are infected with HIV.,UNAIDS estimates.,
Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,Goal 3: Ensure healthy lives and promote well-being for all at all ages,https://api.worldbank.org/v2/countries/all/indicators/SH.UHC.OOPC.10.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SH.UHC.OOPC.10.ZS?format=json,https://data.worldbank.org/indicator/SH.UHC.OOPC.10.ZS,CC BY-4.0,"Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure, expressed as a percentage of a total population of a country","Wagstaff et al. Progress on catastrophic health spending: results for 133 countries. A retrospective observational study, Lancet Global Health 2017",
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,Goal 3: Ensure healthy lives and promote well-being for all at all ages,https://api.worldbank.org/v2/countries/all/indicators/SH.UHC.OOPC.25.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SH.UHC.OOPC.25.ZS?format=json,https://data.worldbank.org/indicator/SH.UHC.OOPC.25.ZS,CC BY-4.0,"Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure, expressed as a percentage of a total population of a country","Wagstaff et al. Progress on catastrophic health spending: results for 133 countries. A retrospective observational study, Lancet Global Health 2017",
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,Goal 3: Ensure healthy lives and promote well-being for all at all ages,https://api.worldbank.org/v2/countries/all/indicators/SH.PRV.SMOK.FE?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SH.PRV.SMOK.FE?format=json,https://data.worldbank.org/indicator/SH.PRV.SMOK.FE,CC BY-4.0,"Prevalence of smoking, female is the percentage of women ages 15 and over who smoke any form of tobacco, including cigarettes, cigars, pipes or any other smoked tobacco products. Data include daily and non-daily or occasional smoking.","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",
"Smoking prevalence, males (% of adults)",SH.PRV.SMOK.MA,Goal 3: Ensure healthy lives and promote well-being for all at all ages,https://api.worldbank.org/v2/countries/all/indicators/SH.PRV.SMOK.MA?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SH.PRV.SMOK.MA?format=json,https://data.worldbank.org/indicator/SH.PRV.SMOK.MA,CC BY-4.0,"Prevalence of smoking, male is the percentage of men ages 15 and over who smoke any form of tobacco, including cigarettes, cigars, pipes or any other smoked tobacco products. Data include daily and non-daily or occasional smoking.","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Goal 3: Ensure healthy lives and promote well-being for all at all ages,https://api.worldbank.org/v2/countries/all/indicators/SH.STA.SUIC.P5?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SH.STA.SUIC.P5?format=json,https://data.worldbank.org/indicator/SH.STA.SUIC.P5,CC BY-4.0,"Suicide mortality rate is the number of suicide deaths in a year per 100,000 population.","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Goal 3: Ensure healthy lives and promote well-being for all at all ages,https://api.worldbank.org/v2/countries/all/indicators/SH.ALC.PCAP.LI?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SH.ALC.PCAP.LI?format=json,https://data.worldbank.org/indicator/SH.ALC.PCAP.LI,CC BY-4.0,Total alcohol consumption per capita is based on projections for the amount of alcohol consumption (liters of pure alcohol) per person ages 15+ per year.,"World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Goal 4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,https://api.worldbank.org/v2/countries/all/indicators/SE.SEC.UNER.LO.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SE.SEC.UNER.LO.ZS?format=json,https://data.worldbank.org/indicator/SE.SEC.UNER.LO.ZS,CC BY-4.0,Adolescents out of school are the percentage of lower secondary school age adolescents who are not enrolled in school.,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,Goal 4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,https://api.worldbank.org/v2/countries/all/indicators/SE.SEC.UNER.LO.FE.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SE.SEC.UNER.LO.FE.ZS?format=json,https://data.worldbank.org/indicator/SE.SEC.UNER.LO.FE.ZS,CC BY-4.0,Adolescents out of school are the percentage of lower secondary school age adolescents who are not enrolled in school.,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,Goal 4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,https://api.worldbank.org/v2/countries/all/indicators/SE.SEC.UNER.LO.MA.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SE.SEC.UNER.LO.MA.ZS?format=json,https://data.worldbank.org/indicator/SE.SEC.UNER.LO.MA.ZS,CC BY-4.0,Adolescents out of school are the percentage of lower secondary school age adolescents who are not enrolled in school.,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Goal 4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,https://api.worldbank.org/v2/countries/all/indicators/SE.PRM.UNER.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SE.PRM.UNER.ZS?format=json,https://data.worldbank.org/indicator/SE.PRM.UNER.ZS,CC BY-4.0,Children out of school are the percentage of primary-school-age children who are not enrolled in primary or secondary school. Children in the official primary age group that are in preprimary education should be considered out of school.,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,Goal 4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,https://api.worldbank.org/v2/countries/all/indicators/SE.PRM.UNER.FE.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SE.PRM.UNER.FE.ZS?format=json,https://data.worldbank.org/indicator/SE.PRM.UNER.FE.ZS,CC BY-4.0,Children out of school are the percentage of primary-school-age children who are not enrolled in primary or secondary school. Children in the official primary age group that are in preprimary education should be considered out of school.,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,Goal 4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,https://api.worldbank.org/v2/countries/all/indicators/SE.PRM.UNER.MA.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SE.PRM.UNER.MA.ZS?format=json,https://data.worldbank.org/indicator/SE.PRM.UNER.MA.ZS,CC BY-4.0,Children out of school are the percentage of primary-school-age children who are not enrolled in primary or secondary school. Children in the official primary age group that are in preprimary education should be considered out of school.,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
"Children out of school, primary",SE.PRM.UNER,Goal 4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,https://api.worldbank.org/v2/countries/all/indicators/SE.PRM.UNER?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SE.PRM.UNER?format=json,https://data.worldbank.org/indicator/SE.PRM.UNER,CC BY-4.0,Children out of school are the number of primary-school-age children not enrolled in primary or secondary school.,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
"Children out of school, primary, female",SE.PRM.UNER.FE,Goal 4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,https://api.worldbank.org/v2/countries/all/indicators/SE.PRM.UNER.FE?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SE.PRM.UNER.FE?format=json,https://data.worldbank.org/indicator/SE.PRM.UNER.FE,CC BY-4.0,Children out of school are the number of primary-school-age children not enrolled in primary or secondary school.,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
"Children out of school, primary, male",SE.PRM.UNER.MA,Goal 4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,https://api.worldbank.org/v2/countries/all/indicators/SE.PRM.UNER.MA?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SE.PRM.UNER.MA?format=json,https://data.worldbank.org/indicator/SE.PRM.UNER.MA,CC BY-4.0,Children out of school are the number of primary-school-age children not enrolled in primary or secondary school.,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
"Compulsory education, duration (years)",SE.COM.DURS,Goal 4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,https://api.worldbank.org/v2/countries/all/indicators/SE.COM.DURS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SE.COM.DURS?format=json,https://data.worldbank.org/indicator/SE.COM.DURS,CC BY-4.0,Duration of compulsory education is the number of years that children are legally obliged to attend school.,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,Goal 4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,https://api.worldbank.org/v2/countries/all/indicators/SE.TER.CUAT.BA.FE.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SE.TER.CUAT.BA.FE.ZS?format=json,https://data.worldbank.org/indicator/SE.TER.CUAT.BA.FE.ZS,CC BY-4.0,The percentage of population ages 25 and over that attained or completed Bachelor's or equivalent.,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,Goal 4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,https://api.worldbank.org/v2/countries/all/indicators/SE.TER.CUAT.BA.MA.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SE.TER.CUAT.BA.MA.ZS?format=json,https://data.worldbank.org/indicator/SE.TER.CUAT.BA.MA.ZS,CC BY-4.0,The percentage of population ages 25 and over that attained or completed Bachelor's or equivalent.,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,Goal 4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,https://api.worldbank.org/v2/countries/all/indicators/SE.TER.CUAT.BA.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SE.TER.CUAT.BA.ZS?format=json,https://data.worldbank.org/indicator/SE.TER.CUAT.BA.ZS,CC BY-4.0,The percentage of population ages 25 and over that attained or completed Bachelor's or equivalent.,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,Goal 4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,https://api.worldbank.org/v2/countries/all/indicators/SE.SEC.CUAT.LO.FE.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SE.SEC.CUAT.LO.FE.ZS?format=json,https://data.worldbank.org/indicator/SE.SEC.CUAT.LO.FE.ZS,CC BY-4.0,The percentage of population ages 25 and over that attained or completed lower secondary education.,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,Goal 4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,https://api.worldbank.org/v2/countries/all/indicators/SE.SEC.CUAT.LO.MA.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SE.SEC.CUAT.LO.MA.ZS?format=json,https://data.worldbank.org/indicator/SE.SEC.CUAT.LO.MA.ZS,CC BY-4.0,The percentage of population ages 25 and over that attained or completed lower secondary education.,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Goal 4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,https://api.worldbank.org/v2/countries/all/indicators/SE.SEC.CUAT.LO.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SE.SEC.CUAT.LO.ZS?format=json,https://data.worldbank.org/indicator/SE.SEC.CUAT.LO.ZS,CC BY-4.0,The percentage of population ages 25 and over that attained or completed lower secondary education.,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,Goal 4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,https://api.worldbank.org/v2/countries/all/indicators/SE.SEC.CUAT.PO.FE.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SE.SEC.CUAT.PO.FE.ZS?format=json,https://data.worldbank.org/indicator/SE.SEC.CUAT.PO.FE.ZS,CC BY-4.0,The percentage of population ages 25 and over that attained or completed post-secondary non-tertiary education.,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,Goal 4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,https://api.worldbank.org/v2/countries/all/indicators/SE.SEC.CUAT.PO.MA.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SE.SEC.CUAT.PO.MA.ZS?format=json,https://data.worldbank.org/indicator/SE.SEC.CUAT.PO.MA.ZS,CC BY-4.0,The percentage of population ages 25 and over that attained or completed post-secondary non-tertiary education.,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,Goal 4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,https://api.worldbank.org/v2/countries/all/indicators/SE.SEC.CUAT.PO.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SE.SEC.CUAT.PO.ZS?format=json,https://data.worldbank.org/indicator/SE.SEC.CUAT.PO.ZS,CC BY-4.0,The percentage of population ages 25 and over that attained or completed post-secondary non-tertiary education.,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,Goal 4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,https://api.worldbank.org/v2/countries/all/indicators/SE.PRM.CUAT.MA.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SE.PRM.CUAT.MA.ZS?format=json,https://data.worldbank.org/indicator/SE.PRM.CUAT.MA.ZS,CC BY-4.0,The percentage of population ages 25 and over that attained or completed primary education.,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",SE.TER.CUAT.ST.FE.ZS,Goal 4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,https://api.worldbank.org/v2/countries/all/indicators/SE.TER.CUAT.ST.FE.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SE.TER.CUAT.ST.FE.ZS?format=json,https://data.worldbank.org/indicator/SE.TER.CUAT.ST.FE.ZS,CC BY-4.0,The percentage of population ages 25 and over that attained or completed short-cycle tertiary education.,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",SE.TER.CUAT.ST.MA.ZS,Goal 4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,https://api.worldbank.org/v2/countries/all/indicators/SE.TER.CUAT.ST.MA.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SE.TER.CUAT.ST.MA.ZS?format=json,https://data.worldbank.org/indicator/SE.TER.CUAT.ST.MA.ZS,CC BY-4.0,The percentage of population ages 25 and over that attained or completed short-cycle tertiary education.,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,Goal 4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,https://api.worldbank.org/v2/countries/all/indicators/SE.TER.CUAT.ST.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SE.TER.CUAT.ST.ZS?format=json,https://data.worldbank.org/indicator/SE.TER.CUAT.ST.ZS,CC BY-4.0,The percentage of population ages 25 and over that attained or completed short-cycle tertiary education.,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,Goal 4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,https://api.worldbank.org/v2/countries/all/indicators/SE.SEC.CUAT.UP.FE.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SE.SEC.CUAT.UP.FE.ZS?format=json,https://data.worldbank.org/indicator/SE.SEC.CUAT.UP.FE.ZS,CC BY-4.0,The percentage of population ages 25 and over that attained or completed upper secondary education.,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,Goal 4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,https://api.worldbank.org/v2/countries/all/indicators/SE.SEC.CUAT.UP.MA.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SE.SEC.CUAT.UP.MA.ZS?format=json,https://data.worldbank.org/indicator/SE.SEC.CUAT.UP.MA.ZS,CC BY-4.0,The percentage of population ages 25 and over that attained or completed upper secondary education.,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
